,settlementDate,settlementPeriod,solar,wind_off,wind_on
2016050246,2016-05-02,46,0,2030.427,3945.013
2016050245,2016-05-02,45,0,2030.427,3945.013
2016050244,2016-05-02,44,0,2234.671,4104.159
2016050243,2016-05-02,43,116,2234.671,4104.159
2016050242,2016-05-02,42,231,2437.406,4261.565
2016050241,2016-05-02,41,596,2437.406,4261.565
2016050240,2016-05-02,40,960,2592.268,4354.01
2016050239,2016-05-02,39,1419,2592.268,4354.01
2016050238,2016-05-02,38,1878,2736.386,4550.96
2016050237,2016-05-02,37,2269,2736.386,4550.96
2016050236,2016-05-02,36,2659,2940.081,4738.602
2016050235,2016-05-02,35,2954,2940.081,4738.602
2016050234,2016-05-02,34,3249,3127.911,4940.768
2016050233,2016-05-02,33,3354,3127.911,4940.768
2016050232,2016-05-02,32,3459,3314.816,5052.846
2016050231,2016-05-02,31,3376,3314.816,5052.846
2016050230,2016-05-02,30,3293,3412.038,5132.128
2016050229,2016-05-02,29,3090,3412.038,5132.128
2016050228,2016-05-02,28,2886,3454.506,5153.898
2016050227,2016-05-02,27,2710,3454.506,5153.898
2016050226,2016-05-02,26,2533,3430.818,5071.864
2016050225,2016-05-02,25,2413,3430.818,5071.864
2016050224,2016-05-02,24,2293,3406.934,4907.754
2016050223,2016-05-02,23,2128,3406.934,4907.754
2016050222,2016-05-02,22,1963,3278.244,4669.291
2016050221,2016-05-02,21,1727,3278.244,4669.291
2016050220,2016-05-02,20,1491,3292.125,4729.544
2016050219,2016-05-02,19,1227,3292.125,4729.544
2016050218,2016-05-02,18,962,3150.484,4882.072
2016050217,2016-05-02,17,737,3150.484,4882.072
2016050216,2016-05-02,16,512,3111.821,5128.238
2016050215,2016-05-02,15,354,3111.821,5128.238
2016050214,2016-05-02,14,195,3122.669,5266.168
2016050213,2016-05-02,13,117,3122.669,5266.168
2016050212,2016-05-02,12,39,3083.769,5315.581
2016050211,2016-05-02,11,20,3083.769,5315.581
2016050210,2016-05-02,10,0,3022.694,5282.747
2016050209,2016-05-02,9,0,3022.694,5282.747
2016050208,2016-05-02,8,0,2947.393,5152.802
2016050207,2016-05-02,7,0,2947.393,5152.802
2016050206,2016-05-02,6,0,2886.964,4985.602
2016050205,2016-05-02,5,0,2886.964,4985.602
2016050204,2016-05-02,4,0,2809.45,4860.23
2016050203,2016-05-02,3,0,2809.45,4860.23
2016050202,2016-05-02,2,0,2830.452,4900.616
2016050201,2016-05-02,1,0,2830.452,4900.616
2016050348,2016-05-03,48,0,705.509,1808.081
2016050347,2016-05-03,47,0,705.509,1808.081
2016050346,2016-05-03,46,0,644.447,1573.054
2016050345,2016-05-03,45,0,644.447,1573.054
2016050344,2016-05-03,44,0,583.719,1733.76
2016050343,2016-05-03,43,110,583.719,1733.76
2016050342,2016-05-03,42,219,532.592,1933.487
2016050341,2016-05-03,41,556,532.592,1933.487
2016050340,2016-05-03,40,893,496.987,2101.639
2016050339,2016-05-03,39,1357,496.987,2101.639
2016050338,2016-05-03,38,1821,548.725,2527.101
2016050337,2016-05-03,37,2305,548.725,2527.101
2016050336,2016-05-03,36,2788,604.669,2958.62
2016050335,2016-05-03,35,3245,604.669,2958.62
2016050334,2016-05-03,34,3702,689.624,3363.618
2016050333,2016-05-03,33,4112,689.624,3363.618
2016050332,2016-05-03,32,4521,787.482,3527.176
2016050331,2016-05-03,31,4884,787.482,3527.176
2016050330,2016-05-03,30,5247,901.917,3725.865
2016050329,2016-05-03,29,5500,901.917,3725.865
2016050328,2016-05-03,28,5753,1030.035,3897.261
2016050327,2016-05-03,27,5894,1030.035,3897.261
2016050326,2016-05-03,26,6035,1176.496,3983.407
2016050325,2016-05-03,25,6064,1176.496,3983.407
2016050324,2016-05-03,24,6092,1344.583,4037.593
2016050323,2016-05-03,23,5956,1344.583,4037.593
2016050322,2016-05-03,22,5819,1571.127,3953.786
2016050321,2016-05-03,21,5361,1571.127,3953.786
2016050320,2016-05-03,20,4902,1751.64,3814.742
2016050319,2016-05-03,19,4208,1751.64,3814.742
2016050318,2016-05-03,18,3514,1905.647,3707.708
2016050317,2016-05-03,17,2834,1905.647,3707.708
2016050316,2016-05-03,16,2154,2016.936,3551.293
2016050315,2016-05-03,15,1549,2016.936,3551.293
2016050314,2016-05-03,14,943,2127.558,3695.193
2016050313,2016-05-03,13,569,2127.558,3695.193
2016050312,2016-05-03,12,194,2220.785,3800.108
2016050311,2016-05-03,11,97,2220.785,3800.108
2016050310,2016-05-03,10,0,2339.346,3846.276
2016050309,2016-05-03,9,0,2339.346,3846.276
2016050308,2016-05-03,8,0,2378.893,3837.963
2016050307,2016-05-03,7,0,2378.893,3837.963
2016050306,2016-05-03,6,0,2372.4,3849.209
2016050305,2016-05-03,5,0,2372.4,3849.209
2016050304,2016-05-03,4,0,2404.062,3837.073
2016050303,2016-05-03,3,0,2404.062,3837.073
2016050302,2016-05-03,2,0,2171.673,4153.521
2016050301,2016-05-03,1,0,2171.673,4153.521
2016050448,2016-05-04,48,0,1609.353,3914.785
2016050447,2016-05-04,47,0,1609.353,3914.785
2016050446,2016-05-04,46,0,1465.406,3925.151
2016050445,2016-05-04,45,0,1465.406,3925.151
2016050444,2016-05-04,44,0,1334.318,4051.273
2016050443,2016-05-04,43,136,1334.318,4051.273
2016050442,2016-05-04,42,272,1220.806,4187.25
2016050441,2016-05-04,41,686,1220.806,4187.25
2016050440,2016-05-04,40,1100,1164.884,4230.152
2016050439,2016-05-04,39,1666,1164.884,4230.152
2016050438,2016-05-04,38,2232,1088.706,4390.933
2016050437,2016-05-04,37,2825,1088.706,4390.933
2016050436,2016-05-04,36,3418,1052.488,4547.269
2016050435,2016-05-04,35,3980,1052.488,4547.269
2016050434,2016-05-04,34,4541,1025.677,4712.05
2016050433,2016-05-04,33,4978,1025.677,4712.05
2016050432,2016-05-04,32,5414,1053.864,4696.735
2016050431,2016-05-04,31,5733,1053.864,4696.735
2016050430,2016-05-04,30,6051,1102.044,4678.08
2016050429,2016-05-04,29,6226,1102.044,4678.08
2016050428,2016-05-04,28,6401,1166.817,4642.776
2016050427,2016-05-04,27,6395,1166.817,4642.776
2016050426,2016-05-04,26,6389,1105.2,4536.796
2016050425,2016-05-04,25,6222,1105.2,4536.796
2016050424,2016-05-04,24,6055,1054.324,4403.462
2016050423,2016-05-04,23,5751,1054.324,4403.462
2016050422,2016-05-04,22,5447,986.276,4284.508
2016050421,2016-05-04,21,4892,986.276,4284.508
2016050420,2016-05-04,20,4336,880.964,3967.349
2016050419,2016-05-04,19,3642,880.964,3967.349
2016050418,2016-05-04,18,2947,804.793,3593.223
2016050417,2016-05-04,17,2323,804.793,3593.223
2016050416,2016-05-04,16,1699,751.879,3252.831
2016050415,2016-05-04,15,1206,751.879,3252.831
2016050414,2016-05-04,14,713,753.681,2975.663
2016050413,2016-05-04,13,433,753.681,2975.663
2016050412,2016-05-04,12,153,798.32,2732.157
2016050411,2016-05-04,11,77,798.32,2732.157
2016050410,2016-05-04,10,0,842.88,2462.927
2016050409,2016-05-04,9,0,842.88,2462.927
2016050408,2016-05-04,8,0,849.81,2258.169
2016050407,2016-05-04,7,0,849.81,2258.169
2016050406,2016-05-04,6,0,858.191,2101.878
2016050405,2016-05-04,5,0,858.191,2101.878
2016050404,2016-05-04,4,0,839.256,1926.002
2016050403,2016-05-04,3,0,839.256,1926.002
2016050402,2016-05-04,2,0,756.681,2060.991
2016050401,2016-05-04,1,0,756.681,2060.991
2016050548,2016-05-05,48,0,1681.444,1041.516
2016050547,2016-05-05,47,0,1681.444,1041.516
2016050546,2016-05-05,46,0,1782.831,1159.358
2016050545,2016-05-05,45,0,1782.831,1159.358
2016050544,2016-05-05,44,0,1807.722,1397.188
2016050543,2016-05-05,43,112,1807.722,1397.188
2016050542,2016-05-05,42,224,1830.65,1684.408
2016050541,2016-05-05,41,557,1830.65,1684.408
2016050540,2016-05-05,40,890,1841.703,1900.613
2016050539,2016-05-05,39,1384,1841.703,1900.613
2016050538,2016-05-05,38,1878,1558.169,2259.731
2016050537,2016-05-05,37,2460,1558.169,2259.731
2016050536,2016-05-05,36,3041,1275.467,2665.507
2016050535,2016-05-05,35,3646,1275.467,2665.507
2016050534,2016-05-05,34,4250,1023.094,3077.289
2016050533,2016-05-05,33,4744,1023.094,3077.289
2016050532,2016-05-05,32,5238,809.12,3240.145
2016050531,2016-05-05,31,5617,809.12,3240.145
2016050530,2016-05-05,30,5995,646.08,3401.857
2016050529,2016-05-05,29,6243,646.08,3401.857
2016050528,2016-05-05,28,6490,567.086,3553.006
2016050527,2016-05-05,27,6514,567.086,3553.006
2016050526,2016-05-05,26,6537,608.06,3539.387
2016050525,2016-05-05,25,6362,608.06,3539.387
2016050524,2016-05-05,24,6187,672.805,3506.955
2016050523,2016-05-05,23,5883,672.805,3506.955
2016050522,2016-05-05,22,5578,742.095,3541.027
2016050521,2016-05-05,21,5063,742.095,3541.027
2016050520,2016-05-05,20,4548,894.524,3432.321
2016050519,2016-05-05,19,3914,894.524,3432.321
2016050518,2016-05-05,18,3280,1088.653,3318.259
2016050517,2016-05-05,17,2653,1088.653,3318.259
2016050516,2016-05-05,16,2026,1265.809,3221.015
2016050515,2016-05-05,15,1468,1265.809,3221.015
2016050514,2016-05-05,14,910,1416.885,3256.912
2016050513,2016-05-05,13,558,1416.885,3256.912
2016050512,2016-05-05,12,206,1584.298,3307.718
2016050511,2016-05-05,11,103,1584.298,3307.718
2016050510,2016-05-05,10,0,1708.178,3335.23
2016050509,2016-05-05,9,0,1708.178,3335.23
2016050508,2016-05-05,8,0,1861.335,3372.231
2016050507,2016-05-05,7,0,1861.335,3372.231
2016050506,2016-05-05,6,0,2041.447,3379.204
2016050505,2016-05-05,5,0,2041.447,3379.204
2016050504,2016-05-05,4,0,2207.515,3383.345
2016050503,2016-05-05,3,0,2207.515,3383.345
2016050502,2016-05-05,2,0,1755.935,3899.309
2016050501,2016-05-05,1,0,1755.935,3899.309
2016050648,2016-05-06,48,0,394.735,916.702
2016050647,2016-05-06,47,0,394.735,916.702
2016050646,2016-05-06,46,0,365.491,890.889
2016050645,2016-05-06,45,0,365.491,890.889
2016050644,2016-05-06,44,0,353.962,846.702
2016050643,2016-05-06,43,74,353.962,846.702
2016050642,2016-05-06,42,148,361.085,806.48
2016050641,2016-05-06,41,362,361.085,806.48
2016050640,2016-05-06,40,575,401.987,786.352
2016050639,2016-05-06,39,894,401.987,786.352
2016050638,2016-05-06,38,1213,424.113,739.101
2016050637,2016-05-06,37,1599,424.113,739.101
2016050636,2016-05-06,36,1985,453.324,701.285
2016050635,2016-05-06,35,2394,453.324,701.285
2016050634,2016-05-06,34,2802,495.131,677.368
2016050633,2016-05-06,33,3160,495.131,677.368
2016050632,2016-05-06,32,3518,447.448,640.224
2016050631,2016-05-06,31,3823,447.448,640.224
2016050630,2016-05-06,30,4127,412.692,609.419
2016050629,2016-05-06,29,4350,412.692,609.419
2016050628,2016-05-06,28,4573,397.274,592.371
2016050627,2016-05-06,27,4610,397.274,592.371
2016050626,2016-05-06,26,4646,387.496,549.786
2016050625,2016-05-06,25,4526,387.496,549.786
2016050624,2016-05-06,24,4406,398.027,519.368
2016050623,2016-05-06,23,4185,398.027,519.368
2016050622,2016-05-06,22,3964,406.991,512.378
2016050621,2016-05-06,21,3553,406.991,512.378
2016050620,2016-05-06,20,3141,511.567,492.911
2016050619,2016-05-06,19,2628,511.567,492.911
2016050618,2016-05-06,18,2115,623.181,472.648
2016050617,2016-05-06,17,1659,623.181,472.648
2016050616,2016-05-06,16,1203,726.629,492.162
2016050615,2016-05-06,15,860,726.629,492.162
2016050614,2016-05-06,14,516,795.237,502.053
2016050613,2016-05-06,13,320,795.237,502.053
2016050612,2016-05-06,12,123,865,520.301
2016050611,2016-05-06,11,62,865,520.301
2016050610,2016-05-06,10,0,930.068,540.959
2016050609,2016-05-06,9,0,930.068,540.959
2016050608,2016-05-06,8,0,990.35,569.439
2016050607,2016-05-06,7,0,990.35,569.439
2016050606,2016-05-06,6,0,1070.606,613.047
2016050605,2016-05-06,5,0,1070.606,613.047
2016050604,2016-05-06,4,0,1144.221,672.232
2016050603,2016-05-06,3,0,1144.221,672.232
2016050602,2016-05-06,2,0,1584.554,937.385
2016050601,2016-05-06,1,0,1584.554,937.385
2016050748,2016-05-07,48,0,1715.632,2289.366
2016050747,2016-05-07,47,0,1715.632,2289.366
2016050746,2016-05-07,46,0,1680.641,2389.832
2016050745,2016-05-07,45,0,1680.641,2389.832
2016050744,2016-05-07,44,0,1575.078,2478.235
2016050743,2016-05-07,43,83,1575.078,2478.235
2016050742,2016-05-07,42,166,1470.229,2578.071
2016050741,2016-05-07,41,400,1470.229,2578.071
2016050740,2016-05-07,40,634,1457.101,2718.352
2016050739,2016-05-07,39,981,1457.101,2718.352
2016050738,2016-05-07,38,1328,1328.947,2851.458
2016050737,2016-05-07,37,1747,1328.947,2851.458
2016050736,2016-05-07,36,2166,1213.853,2982.964
2016050735,2016-05-07,35,2609,1213.853,2982.964
2016050734,2016-05-07,34,3051,1120.279,3127.191
2016050733,2016-05-07,33,3420,1120.279,3127.191
2016050732,2016-05-07,32,3789,1080.758,3112.624
2016050731,2016-05-07,31,4083,1080.758,3112.624
2016050730,2016-05-07,30,4377,1033.282,3104.038
2016050729,2016-05-07,29,4578,1033.282,3104.038
2016050728,2016-05-07,28,4779,1058.056,3078.832
2016050727,2016-05-07,27,4720,1058.056,3078.832
2016050726,2016-05-07,26,4660,1054.321,2901.182
2016050725,2016-05-07,25,4374,1054.321,2901.182
2016050724,2016-05-07,24,4088,1034.298,2733.883
2016050723,2016-05-07,23,3732,1034.298,2733.883
2016050722,2016-05-07,22,3376,1031.795,2595.034
2016050721,2016-05-07,21,2974,1031.795,2595.034
2016050720,2016-05-07,20,2571,1001.893,2393.385
2016050719,2016-05-07,19,2172,1001.893,2393.385
2016050718,2016-05-07,18,1773,1004.542,2191.542
2016050717,2016-05-07,17,1410,1004.542,2191.542
2016050716,2016-05-07,16,1046,998.355,2047.968
2016050715,2016-05-07,15,756,998.355,2047.968
2016050714,2016-05-07,14,466,997.55,1870.874
2016050713,2016-05-07,13,290,997.55,1870.874
2016050712,2016-05-07,12,114,967.414,1700.355
2016050711,2016-05-07,11,57,967.414,1700.355
2016050710,2016-05-07,10,0,942.042,1543.431
2016050709,2016-05-07,9,0,942.042,1543.431
2016050708,2016-05-07,8,0,938.763,1377.428
2016050707,2016-05-07,7,0,938.763,1377.428
2016050706,2016-05-07,6,0,903.007,1208.182
2016050705,2016-05-07,5,0,903.007,1208.182
2016050704,2016-05-07,4,0,843.469,1073.839
2016050703,2016-05-07,3,0,843.469,1073.839
2016050702,2016-05-07,2,0,451.072,948.996
2016050701,2016-05-07,1,0,451.072,948.996
2016050848,2016-05-08,48,0,3585.433,2555.072
2016050847,2016-05-08,47,0,3585.433,2555.072
2016050846,2016-05-08,46,0,3597.761,2659.244
2016050845,2016-05-08,45,0,3597.761,2659.244
2016050844,2016-05-08,44,0,3530.846,2754.889
2016050843,2016-05-08,43,129,3530.846,2754.889
2016050842,2016-05-08,42,258,3446.387,2880.122
2016050841,2016-05-08,41,603,3446.387,2880.122
2016050840,2016-05-08,40,948,3281.503,2753.614
2016050839,2016-05-08,39,1404,3281.503,2753.614
2016050838,2016-05-08,38,1860,3179.684,2861.793
2016050837,2016-05-08,37,2356,3179.684,2861.793
2016050836,2016-05-08,36,2851,3044.697,2974.794
2016050835,2016-05-08,35,3335,3044.697,2974.794
2016050834,2016-05-08,34,3819,2925.601,3107.645
2016050833,2016-05-08,33,4195,2925.601,3107.645
2016050832,2016-05-08,32,4570,2789.55,2941.634
2016050831,2016-05-08,31,4853,2789.55,2941.634
2016050830,2016-05-08,30,5135,2621.036,2793.426
2016050829,2016-05-08,29,5301,2621.036,2793.426
2016050828,2016-05-08,28,5466,2330.846,2608.944
2016050827,2016-05-08,27,5419,2330.846,2608.944
2016050826,2016-05-08,26,5372,2091.613,2307.861
2016050825,2016-05-08,25,5149,2091.613,2307.861
2016050824,2016-05-08,24,4926,1866.896,2044.886
2016050823,2016-05-08,23,4614,1866.896,2044.886
2016050822,2016-05-08,22,4302,1621.849,1984.955
2016050821,2016-05-08,21,3864,1621.849,1984.955
2016050820,2016-05-08,20,3426,1714.332,1939.498
2016050819,2016-05-08,19,2916,1714.332,1939.498
2016050818,2016-05-08,18,2405,1825.48,1916.784
2016050817,2016-05-08,17,1932,1825.48,1916.784
2016050816,2016-05-08,16,1458,1891.922,1923.903
2016050815,2016-05-08,15,1066,1891.922,1923.903
2016050814,2016-05-08,14,673,1811.069,1979.159
2016050813,2016-05-08,13,422,1811.069,1979.159
2016050812,2016-05-08,12,170,1763.92,2009.912
2016050811,2016-05-08,11,85,1763.92,2009.912
2016050810,2016-05-08,10,0,1740.318,2087.677
2016050809,2016-05-08,9,0,1740.318,2087.677
2016050808,2016-05-08,8,0,1732.823,2155.852
2016050807,2016-05-08,7,0,1732.823,2155.852
2016050806,2016-05-08,6,0,1692.993,2231.954
2016050805,2016-05-08,5,0,1692.993,2231.954
2016050804,2016-05-08,4,0,1619,2335.179
2016050803,2016-05-08,3,0,1619,2335.179
2016050802,2016-05-08,2,0,1765.679,2191.071
2016050801,2016-05-08,1,0,1765.679,2191.071
2016050948,2016-05-09,48,0,2382.465,2726.108
2016050947,2016-05-09,47,0,2382.465,2726.108
2016050946,2016-05-09,46,0,2503.765,2885.342
2016050945,2016-05-09,45,0,2503.765,2885.342
2016050944,2016-05-09,44,0,2560.718,3015.924
2016050943,2016-05-09,43,79,2560.718,3015.924
2016050942,2016-05-09,42,157,2620.089,3156.022
2016050941,2016-05-09,41,356,2620.089,3156.022
2016050940,2016-05-09,40,554,2600.385,3117.813
2016050939,2016-05-09,39,851,2600.385,3117.813
2016050938,2016-05-09,38,1148,2718.744,3230.561
2016050937,2016-05-09,37,1535,2718.744,3230.561
2016050936,2016-05-09,36,1922,2863.294,3333.983
2016050935,2016-05-09,35,2350,2863.294,3333.983
2016050934,2016-05-09,34,2778,2979.414,3446.774
2016050933,2016-05-09,33,3116,2979.414,3446.774
2016050932,2016-05-09,32,3453,3046.752,3405.966
2016050931,2016-05-09,31,3684,3046.752,3405.966
2016050930,2016-05-09,30,3914,3100.774,3373.165
2016050929,2016-05-09,29,4060,3100.774,3373.165
2016050928,2016-05-09,28,4205,3117.245,3301.774
2016050927,2016-05-09,27,4227,3117.245,3301.774
2016050926,2016-05-09,26,4249,3169.206,3065.67
2016050925,2016-05-09,25,4165,3169.206,3065.67
2016050924,2016-05-09,24,4081,3208.032,2802.319
2016050923,2016-05-09,23,3916,3208.032,2802.319
2016050922,2016-05-09,22,3751,3289.348,2549.759
2016050921,2016-05-09,21,3448,3289.348,2549.759
2016050920,2016-05-09,20,3145,3346.804,2395.417
2016050919,2016-05-09,19,2733,3346.804,2395.417
2016050918,2016-05-09,18,2321,3391.837,2321.821
2016050917,2016-05-09,17,1912,3391.837,2321.821
2016050916,2016-05-09,16,1503,3406.941,2302.493
2016050915,2016-05-09,15,1127,3406.941,2302.493
2016050914,2016-05-09,14,750,3401.765,2313.255
2016050913,2016-05-09,13,475,3401.765,2313.255
2016050912,2016-05-09,12,200,3389.624,2286.932
2016050911,2016-05-09,11,100,3389.624,2286.932
2016050910,2016-05-09,10,0,3369.646,2288.068
2016050909,2016-05-09,9,0,3369.646,2288.068
2016050908,2016-05-09,8,0,3362.298,2340.58
2016050907,2016-05-09,7,0,3362.298,2340.58
2016050906,2016-05-09,6,0,3367.31,2395.466
2016050905,2016-05-09,5,0,3367.31,2395.466
2016050904,2016-05-09,4,0,3353.619,2408.692
2016050903,2016-05-09,3,0,3353.619,2408.692
2016050902,2016-05-09,2,0,3569.891,2454.722
2016050901,2016-05-09,1,0,3569.891,2454.722
2016051048,2016-05-10,48,0,2544.196,3764.868
2016051047,2016-05-10,47,0,2544.196,3764.868
2016051046,2016-05-10,46,0,2777.227,3818.311
2016051045,2016-05-10,45,1,2777.227,3818.311
2016051044,2016-05-10,44,1,2874.108,3872.322
2016051043,2016-05-10,43,54,2874.108,3872.322
2016051042,2016-05-10,42,107,2971.8,3933.703
2016051041,2016-05-10,41,235,2971.8,3933.703
2016051040,2016-05-10,40,363,2916.734,3826.199
2016051039,2016-05-10,39,538,2916.734,3826.199
2016051038,2016-05-10,38,712,2948.785,3955.736
2016051037,2016-05-10,37,923,2948.785,3955.736
2016051036,2016-05-10,36,1134,2963.465,4068.239
2016051035,2016-05-10,35,1358,2963.465,4068.239
2016051034,2016-05-10,34,1581,2967.518,4160.314
2016051033,2016-05-10,33,1770,2967.518,4160.314
2016051032,2016-05-10,32,1959,2906.598,4078.942
2016051031,2016-05-10,31,2101,2906.598,4078.942
2016051030,2016-05-10,30,2243,2849.77,3984.498
2016051029,2016-05-10,29,2337,2849.77,3984.498
2016051028,2016-05-10,28,2431,2735.857,3823.953
2016051027,2016-05-10,27,2438,2735.857,3823.953
2016051026,2016-05-10,26,2444,2627.869,3553.09
2016051025,2016-05-10,25,2366,2627.869,3553.09
2016051024,2016-05-10,24,2288,2516.574,3245.656
2016051023,2016-05-10,23,2168,2516.574,3245.656
2016051022,2016-05-10,22,2047,2316.851,2800.089
2016051021,2016-05-10,21,1851,2316.851,2800.089
2016051020,2016-05-10,20,1655,2239.446,2527.364
2016051019,2016-05-10,19,1402,2239.446,2527.364
2016051018,2016-05-10,18,1149,2204.955,2335.881
2016051017,2016-05-10,17,920,2204.955,2335.881
2016051016,2016-05-10,16,691,2151.191,2194.671
2016051015,2016-05-10,15,508,2151.191,2194.671
2016051014,2016-05-10,14,324,2134.479,2153.743
2016051013,2016-05-10,13,205,2134.479,2153.743
2016051012,2016-05-10,12,85,2148.019,2096.086
2016051011,2016-05-10,11,43,2148.019,2096.086
2016051010,2016-05-10,10,0,2133.021,2056.293
2016051009,2016-05-10,9,0,2133.021,2056.293
2016051008,2016-05-10,8,0,2152.422,2101.889
2016051007,2016-05-10,7,0,2152.422,2101.889
2016051006,2016-05-10,6,0,2216.731,2186.609
2016051005,2016-05-10,5,0,2216.731,2186.609
2016051004,2016-05-10,4,0,2271.986,2322.793
2016051003,2016-05-10,3,0,2271.986,2322.793
2016051002,2016-05-10,2,0,2243.915,2572.113
2016051001,2016-05-10,1,0,2243.915,2572.113
2016051148,2016-05-11,48,0,2150.418,2913.378
2016051147,2016-05-11,47,0,2150.418,2913.378
2016051146,2016-05-11,46,0,2078.609,3023.333
2016051145,2016-05-11,45,1,2078.609,3023.333
2016051144,2016-05-11,44,1,2057.606,3094.072
2016051143,2016-05-11,43,241,2057.606,3094.072
2016051142,2016-05-11,42,241,2025.999,3170.538
2016051141,2016-05-11,41,833,2025.999,3170.538
2016051140,2016-05-11,40,833,1801.245,2959.352
2016051139,2016-05-11,39,1622,1801.245,2959.352
2016051138,2016-05-11,38,1622,1688.148,3069.279
2016051137,2016-05-11,37,2550,1688.148,3069.279
2016051136,2016-05-11,36,2550,1586.033,3191.792
2016051135,2016-05-11,35,3513,1586.033,3191.792
2016051134,2016-05-11,34,3513,1537.164,3310.163
2016051133,2016-05-11,33,4140,1537.164,3310.163
2016051132,2016-05-11,32,4140,1470.254,3370.164
2016051131,2016-05-11,31,4391,1470.254,3370.164
2016051130,2016-05-11,30,4391,1430.212,3419.732
2016051129,2016-05-11,29,4402,1430.212,3419.732
2016051128,2016-05-11,28,4402,1368.414,3401.016
2016051127,2016-05-11,27,3979,1368.414,3401.016
2016051126,2016-05-11,26,3979,1384.325,3380.323
2016051125,2016-05-11,25,3199,1384.325,3380.323
2016051124,2016-05-11,24,3199,1382.675,3315.244
2016051123,2016-05-11,23,2353,1382.675,3315.244
2016051122,2016-05-11,22,2353,1452.235,3161.28
2016051121,2016-05-11,21,1623,1452.235,3161.28
2016051120,2016-05-11,20,1623,1521.59,3065.802
2016051119,2016-05-11,19,1055,1521.59,3065.802
2016051118,2016-05-11,18,1055,1572.875,2997.42
2016051117,2016-05-11,17,578,1572.875,2997.42
2016051116,2016-05-11,16,578,1628.344,2988.17
2016051115,2016-05-11,15,250,1628.344,2988.17
2016051114,2016-05-11,14,250,1688.339,2986.375
2016051113,2016-05-11,13,66,1688.339,2986.375
2016051112,2016-05-11,12,66,1766.062,2960.682
2016051111,2016-05-11,11,0,1766.062,2960.682
2016051110,2016-05-11,10,0,1859.173,2866.293
2016051109,2016-05-11,9,0,1859.173,2866.293
2016051108,2016-05-11,8,0,1958.411,2906.68
2016051107,2016-05-11,7,0,1958.411,2906.68
2016051106,2016-05-11,6,0,2084.961,2978.676
2016051105,2016-05-11,5,0,2084.961,2978.676
2016051104,2016-05-11,4,0,2211.996,3055.284
2016051103,2016-05-11,3,0,2211.996,3055.284
2016051102,2016-05-11,2,0,2323.387,3709.07
2016051101,2016-05-11,1,0,2323.387,3709.07
2016051248,2016-05-12,48,0,2923.557,2375.284
2016051247,2016-05-12,47,0,2923.557,2375.284
2016051246,2016-05-12,46,0,2970.905,2474.784
2016051245,2016-05-12,45,1,2970.905,2474.784
2016051244,2016-05-12,44,1,2994.446,2566.325
2016051243,2016-05-12,43,152,2994.446,2566.325
2016051242,2016-05-12,42,302,3020.857,2664.497
2016051241,2016-05-12,41,663,3020.857,2664.497
2016051240,2016-05-12,40,1023,3003.699,2662.399
2016051239,2016-05-12,39,1456,3003.699,2662.399
2016051238,2016-05-12,38,1888,2999.653,2720.121
2016051237,2016-05-12,37,2337,2999.653,2720.121
2016051236,2016-05-12,36,2786,3003.679,2792.274
2016051235,2016-05-12,35,3204,3003.679,2792.274
2016051234,2016-05-12,34,3622,2997.409,2865.273
2016051233,2016-05-12,33,3954,2997.409,2865.273
2016051232,2016-05-12,32,4286,2963.197,2868.611
2016051231,2016-05-12,31,4557,2963.197,2868.611
2016051230,2016-05-12,30,4827,2917.408,2865.54
2016051229,2016-05-12,29,4992,2917.408,2865.54
2016051228,2016-05-12,28,5157,2861.636,2838.845
2016051227,2016-05-12,27,5115,2861.636,2838.845
2016051226,2016-05-12,26,5072,2836.507,2713.784
2016051225,2016-05-12,25,4867,2836.507,2713.784
2016051224,2016-05-12,24,4661,2811.736,2558.142
2016051223,2016-05-12,23,4367,2811.736,2558.142
2016051222,2016-05-12,22,4072,2742.47,2401.922
2016051221,2016-05-12,21,3648,2742.47,2401.922
2016051220,2016-05-12,20,3223,2755.197,2303.388
2016051219,2016-05-12,19,2711,2755.197,2303.388
2016051218,2016-05-12,18,2198,2769.898,2212.67
2016051217,2016-05-12,17,1743,2769.898,2212.67
2016051216,2016-05-12,16,1288,2769.423,2185.528
2016051215,2016-05-12,15,947,2769.423,2185.528
2016051214,2016-05-12,14,606,2758.804,2213.97
2016051213,2016-05-12,13,388,2758.804,2213.97
2016051212,2016-05-12,12,170,2684.967,2228.194
2016051211,2016-05-12,11,85,2684.967,2228.194
2016051210,2016-05-12,10,0,2624.908,2229.143
2016051209,2016-05-12,9,0,2624.908,2229.143
2016051208,2016-05-12,8,0,2551.382,2292.584
2016051207,2016-05-12,7,0,2551.382,2292.584
2016051206,2016-05-12,6,0,2480.6,2403.554
2016051205,2016-05-12,5,0,2480.6,2403.554
2016051204,2016-05-12,4,0,2369.753,2514.535
2016051203,2016-05-12,3,0,2369.753,2514.535
2016051202,2016-05-12,2,0,2221.788,2810.084
2016051201,2016-05-12,1,0,2221.788,2810.084
2016051348,2016-05-13,48,0,2669.7,2086.367
2016051347,2016-05-13,47,0,2669.7,2086.367
2016051346,2016-05-13,46,0,2782.204,2078.416
2016051345,2016-05-13,45,1,2782.204,2078.416
2016051344,2016-05-13,44,1,2876.678,2178.24
2016051343,2016-05-13,43,142,2876.678,2178.24
2016051342,2016-05-13,42,283,2946.687,2302.715
2016051341,2016-05-13,41,615,2946.687,2302.715
