,settlementDate,settlementPeriod,solar,wind_off,wind_on
2016010148,2016-01-01,48,0,3825.016,5576.201
2016010147,2016-01-01,47,0,3825.016,5576.201
2016010146,2016-01-01,46,0,3846.641,5562.821
2016010145,2016-01-01,45,0,3846.641,5562.821
2016010144,2016-01-01,44,0,3864.86,5541.159
2016010143,2016-01-01,43,0,3864.86,5541.159
2016010142,2016-01-01,42,0,3899.78,5448.622
2016010141,2016-01-01,41,0,3899.78,5448.622
2016010140,2016-01-01,40,0,3913.638,5341.714
2016010139,2016-01-01,39,0,3913.638,5341.714
2016010138,2016-01-01,38,0,3887.913,5225.046
2016010137,2016-01-01,37,0,3887.913,5225.046
2016010136,2016-01-01,36,0,3859.219,4961.299
2016010135,2016-01-01,35,3,3859.219,4961.299
2016010134,2016-01-01,34,5,3758.182,4661.472
2016010133,2016-01-01,33,59,3758.182,4661.472
2016010132,2016-01-01,32,112,3604.482,4336.206
2016010131,2016-01-01,31,231,3604.482,4336.206
2016010130,2016-01-01,30,349,3329.175,3835.489
2016010129,2016-01-01,29,479,3329.175,3835.489
2016010128,2016-01-01,28,608,2954.276,3477.187
2016010127,2016-01-01,27,710,2954.276,3477.187
2016010126,2016-01-01,26,812,2471.562,3107.851
2016010125,2016-01-01,25,823,2471.562,3107.851
2016010124,2016-01-01,24,833,1938.881,2991.199
2016010123,2016-01-01,23,747,1938.881,2991.199
2016010122,2016-01-01,22,661,1473.416,2986.413
2016010121,2016-01-01,21,518,1473.416,2986.413
2016010120,2016-01-01,20,374,1223.331,2874.273
2016010119,2016-01-01,19,255,1223.331,2874.273
2016010118,2016-01-01,18,136,980.348,2798.005
2016010117,2016-01-01,17,68,980.348,2798.005
2016010116,2016-01-01,16,0,762.264,2788.938
2016010115,2016-01-01,15,0,762.264,2788.938
2016010114,2016-01-01,14,0,637.386,2894.297
2016010113,2016-01-01,13,0,637.386,2894.297
2016010112,2016-01-01,12,0,789.5,3162.889
2016010111,2016-01-01,11,0,789.5,3162.889
2016010110,2016-01-01,10,0,1046.25,3411.945
2016010109,2016-01-01,9,0,1046.25,3411.945
2016010108,2016-01-01,8,0,1424.783,3712.846
2016010107,2016-01-01,7,0,1424.783,3712.846
2016010106,2016-01-01,6,0,1895.858,4052.756
2016010105,2016-01-01,5,0,1895.858,4052.756
2016010104,2016-01-01,4,0,2391.312,4410.84
2016010103,2016-01-01,3,0,2391.312,4410.84
2016010102,2016-01-01,2,0,2844.766,4666.853
2016010101,2016-01-01,1,0,2844.766,4666.853
2016010248,2016-01-02,48,0,2768.596,3934.152
2016010247,2016-01-02,47,0,2768.596,3934.152
2016010246,2016-01-02,46,0,2795.837,3935.927
2016010245,2016-01-02,45,0,2795.837,3935.927
2016010244,2016-01-02,44,0,2789.088,3676.418
2016010243,2016-01-02,43,0,2789.088,3676.418
2016010242,2016-01-02,42,0,2840.497,3679.828
2016010241,2016-01-02,41,0,2840.497,3679.828
2016010240,2016-01-02,40,0,2917.487,3680.278
2016010239,2016-01-02,39,0,2917.487,3680.278
2016010238,2016-01-02,38,0,2999.45,3713.412
2016010237,2016-01-02,37,0,2999.45,3713.412
2016010236,2016-01-02,36,0,3115.807,3782.657
2016010235,2016-01-02,35,4,3115.807,3782.657
2016010234,2016-01-02,34,8,3219.292,3853.791
2016010233,2016-01-02,33,60,3219.292,3853.791
2016010232,2016-01-02,32,111,3336.889,3950.273
2016010231,2016-01-02,31,196,3336.889,3950.273
2016010230,2016-01-02,30,280,3457.254,4089.041
2016010229,2016-01-02,29,341,3457.254,4089.041
2016010228,2016-01-02,28,401,3563.052,4233.918
2016010227,2016-01-02,27,428,3563.052,4233.918
2016010226,2016-01-02,26,455,3630.889,4318.976
2016010225,2016-01-02,25,440,3630.889,4318.976
2016010224,2016-01-02,24,424,3724.786,4587.214
2016010223,2016-01-02,23,373,3724.786,4587.214
2016010222,2016-01-02,22,321,3781.375,4789.373
2016010221,2016-01-02,21,245,3781.375,4789.373
2016010220,2016-01-02,20,169,3892.525,5126.141
2016010219,2016-01-02,19,103,3892.525,5126.141
2016010218,2016-01-02,18,36,3902.008,5263.457
2016010217,2016-01-02,17,18,3902.008,5263.457
2016010216,2016-01-02,16,0,3917.854,5414.818
2016010215,2016-01-02,15,0,3917.854,5414.818
2016010214,2016-01-02,14,0,3913.662,5541.73
2016010213,2016-01-02,13,0,3913.662,5541.73
2016010212,2016-01-02,12,0,3873.095,5676.571
2016010211,2016-01-02,11,0,3873.095,5676.571
2016010210,2016-01-02,10,0,3826.212,5748.879
2016010209,2016-01-02,9,0,3826.212,5748.879
2016010208,2016-01-02,8,0,3800.302,5795.706
2016010207,2016-01-02,7,0,3800.302,5795.706
2016010206,2016-01-02,6,0,3785.798,5883.576
2016010205,2016-01-02,5,0,3785.798,5883.576
2016010204,2016-01-02,4,0,3777.39,5947.983
2016010203,2016-01-02,3,0,3777.39,5947.983
2016010202,2016-01-02,2,0,3772.237,5958.3
2016010201,2016-01-02,1,0,3772.237,5958.3
2016010348,2016-01-03,48,0,1723.823,3565.248
2016010347,2016-01-03,47,0,1723.823,3565.248
2016010346,2016-01-03,46,0,2112.715,3814.817
2016010345,2016-01-03,45,0,2112.715,3814.817
2016010344,2016-01-03,44,0,2435.432,4064.119
2016010343,2016-01-03,43,0,2435.432,4064.119
2016010342,2016-01-03,42,0,2867.498,4352.646
2016010341,2016-01-03,41,0,2867.498,4352.646
2016010340,2016-01-03,40,0,3130.676,4598.335
2016010339,2016-01-03,39,0,3130.676,4598.335
2016010338,2016-01-03,38,0,3315.858,4796.836
2016010337,2016-01-03,37,0,3315.858,4796.836
2016010336,2016-01-03,36,0,3524.575,4952.72
2016010335,2016-01-03,35,11,3524.575,4952.72
2016010334,2016-01-03,34,21,3694.933,5109.707
2016010333,2016-01-03,33,94,3694.933,5109.707
2016010332,2016-01-03,32,166,3821.168,5289.801
2016010331,2016-01-03,31,264,3821.168,5289.801
2016010330,2016-01-03,30,361,3865.193,5303.646
2016010329,2016-01-03,29,411,3865.193,5303.646
2016010328,2016-01-03,28,461,3840.003,5286.581
2016010327,2016-01-03,27,465,3840.003,5286.581
2016010326,2016-01-03,26,469,3796.089,5130.96
2016010325,2016-01-03,25,438,3796.089,5130.96
2016010324,2016-01-03,24,407,3659.594,4944.717
2016010323,2016-01-03,23,353,3659.594,4944.717
2016010322,2016-01-03,22,299,3437.486,4739.383
2016010321,2016-01-03,21,230,3437.486,4739.383
2016010320,2016-01-03,20,160,3098.481,4655.317
2016010319,2016-01-03,19,104,3098.481,4655.317
2016010318,2016-01-03,18,47,2649.91,4390.99
2016010317,2016-01-03,17,24,2649.91,4390.99
2016010316,2016-01-03,16,0,2311.502,4149.202
2016010315,2016-01-03,15,0,2311.502,4149.202
2016010314,2016-01-03,14,0,2134.355,3978.685
2016010313,2016-01-03,13,0,2134.355,3978.685
2016010312,2016-01-03,12,0,2287.046,3857.784
2016010311,2016-01-03,11,0,2287.046,3857.784
2016010310,2016-01-03,10,0,2455.252,3819.947
2016010309,2016-01-03,9,0,2455.252,3819.947
2016010308,2016-01-03,8,0,2570.722,3822.715
2016010307,2016-01-03,7,0,2570.722,3822.715
2016010306,2016-01-03,6,0,2563.14,3878.213
2016010305,2016-01-03,5,0,2563.14,3878.213
2016010304,2016-01-03,4,0,2507.05,3819.397
2016010303,2016-01-03,3,0,2507.05,3819.397
2016010302,2016-01-03,2,0,2498.624,3860.374
2016010301,2016-01-03,1,0,2498.624,3860.374
2016010448,2016-01-04,48,0,2527.509,4549.618
2016010447,2016-01-04,47,0,2527.509,4549.618
2016010446,2016-01-04,46,0,2592.429,4588.526
2016010445,2016-01-04,45,0,2592.429,4588.526
2016010444,2016-01-04,44,0,2649.042,4631.07
2016010443,2016-01-04,43,0,2649.042,4631.07
2016010442,2016-01-04,42,0,2626.438,4649.651
2016010441,2016-01-04,41,0,2626.438,4649.651
2016010440,2016-01-04,40,0,2618.972,4670.022
2016010439,2016-01-04,39,0,2618.972,4670.022
2016010438,2016-01-04,38,0,2468.16,4621.374
2016010437,2016-01-04,37,0,2468.16,4621.374
2016010436,2016-01-04,36,0,2373.97,4620.623
2016010435,2016-01-04,35,8,2373.97,4620.623
2016010434,2016-01-04,34,15,2227.373,4611.833
2016010433,2016-01-04,33,105,2227.373,4611.833
2016010432,2016-01-04,32,194,2123.757,4619.805
2016010431,2016-01-04,31,348,2123.757,4619.805
2016010430,2016-01-04,30,501,2045.31,4564.285
2016010429,2016-01-04,29,623,2045.31,4564.285
2016010428,2016-01-04,28,745,2003.272,4504.925
2016010427,2016-01-04,27,815,2003.272,4504.925
2016010426,2016-01-04,26,884,1840.263,4411.708
2016010425,2016-01-04,25,861,1840.263,4411.708
2016010424,2016-01-04,24,838,1730.55,4346.04
2016010423,2016-01-04,23,733,1730.55,4346.04
2016010422,2016-01-04,22,627,1627.003,4267.358
2016010421,2016-01-04,21,486,1627.003,4267.358
2016010420,2016-01-04,20,344,1654.72,4258.838
2016010419,2016-01-04,19,217,1654.72,4258.838
2016010418,2016-01-04,18,89,1582.928,4159.894
2016010417,2016-01-04,17,45,1582.928,4159.894
2016010416,2016-01-04,16,0,1553.119,4054.764
2016010415,2016-01-04,15,0,1553.119,4054.764
2016010414,2016-01-04,14,0,1530.048,3941.682
2016010413,2016-01-04,13,0,1530.048,3941.682
2016010412,2016-01-04,12,0,1555.127,3831.802
2016010411,2016-01-04,11,0,1555.127,3831.802
2016010410,2016-01-04,10,0,1572.347,3751.61
2016010409,2016-01-04,9,0,1572.347,3751.61
2016010408,2016-01-04,8,0,1604.874,3690.85
2016010407,2016-01-04,7,0,1604.874,3690.85
2016010406,2016-01-04,6,0,1555.413,3560.698
2016010405,2016-01-04,5,0,1555.413,3560.698
2016010404,2016-01-04,4,0,1619.414,3534.458
2016010403,2016-01-04,3,0,1619.414,3534.458
2016010402,2016-01-04,2,0,1721.946,3566.899
2016010401,2016-01-04,1,0,1721.946,3566.899
2016010548,2016-01-05,48,0,1156.818,2716.509
2016010547,2016-01-05,47,0,1156.818,2716.509
2016010546,2016-01-05,46,0,1191.477,2823.732
2016010545,2016-01-05,45,0,1191.477,2823.732
2016010544,2016-01-05,44,0,1230.335,2933.816
2016010543,2016-01-05,43,0,1230.335,2933.816
2016010542,2016-01-05,42,0,1278.585,3051.234
2016010541,2016-01-05,41,0,1278.585,3051.234
2016010540,2016-01-05,40,0,1337.303,3170.211
2016010539,2016-01-05,39,0,1337.303,3170.211
2016010538,2016-01-05,38,0,1473.533,3195.139
2016010537,2016-01-05,37,0,1473.533,3195.139
2016010536,2016-01-05,36,0,1549.338,3317.104
2016010535,2016-01-05,35,13,1549.338,3317.104
2016010534,2016-01-05,34,26,1632.203,3437.804
2016010533,2016-01-05,33,135,1632.203,3437.804
2016010532,2016-01-05,32,243,1688.178,3545.686
2016010531,2016-01-05,31,407,1688.178,3545.686
2016010530,2016-01-05,30,571,1866.411,3649.712
2016010529,2016-01-05,29,681,1866.411,3649.712
2016010528,2016-01-05,28,791,2043.138,3771.209
2016010527,2016-01-05,27,837,2043.138,3771.209
2016010526,2016-01-05,26,882,2273.771,3915.259
2016010525,2016-01-05,25,838,2273.771,3915.259
2016010524,2016-01-05,24,794,2420.442,4000.4
2016010523,2016-01-05,23,679,2420.442,4000.4
2016010522,2016-01-05,22,563,2530.453,4067.454
2016010521,2016-01-05,21,425,2530.453,4067.454
2016010520,2016-01-05,20,287,2668.295,4132.564
2016010519,2016-01-05,19,185,2668.295,4132.564
2016010518,2016-01-05,18,82,2677.15,4149.906
2016010517,2016-01-05,17,41,2677.15,4149.906
2016010516,2016-01-05,16,0,2680.61,4193.246
2016010515,2016-01-05,15,0,2680.61,4193.246
2016010514,2016-01-05,14,0,2692.393,4220.613
2016010513,2016-01-05,13,0,2692.393,4220.613
2016010512,2016-01-05,12,0,2677.645,4264.466
2016010511,2016-01-05,11,0,2677.645,4264.466
2016010510,2016-01-05,10,0,2681.589,4328.244
2016010509,2016-01-05,9,0,2681.589,4328.244
2016010508,2016-01-05,8,0,2665.108,4352.788
2016010507,2016-01-05,7,0,2665.108,4352.788
2016010506,2016-01-05,6,0,2598.666,4389.853
2016010505,2016-01-05,5,0,2598.666,4389.853
2016010504,2016-01-05,4,0,2545.212,4417.633
2016010503,2016-01-05,3,0,2545.212,4417.633
2016010502,2016-01-05,2,0,2458.613,4457.333
2016010501,2016-01-05,1,0,2458.613,4457.333
2016010648,2016-01-06,48,0,2936.819,4935.777
2016010647,2016-01-06,47,0,2936.819,4935.777
2016010646,2016-01-06,46,0,2535.175,4836.733
2016010645,2016-01-06,45,0,2535.175,4836.733
2016010644,2016-01-06,44,0,2144.504,4738.223
2016010643,2016-01-06,43,0,2144.504,4738.223
2016010642,2016-01-06,42,0,2016.55,4866.856
2016010641,2016-01-06,41,0,2016.55,4866.856
2016010640,2016-01-06,40,0,1901.186,4763.609
2016010639,2016-01-06,39,0,1901.186,4763.609
2016010638,2016-01-06,38,0,1806.362,4695.861
2016010637,2016-01-06,37,0,1806.362,4695.861
2016010636,2016-01-06,36,0,1633.502,4517.096
2016010635,2016-01-06,35,9,1633.502,4517.096
2016010634,2016-01-06,34,18,1456.263,4318.921
2016010633,2016-01-06,33,120,1456.263,4318.921
2016010632,2016-01-06,32,221,1284.87,4123.824
2016010631,2016-01-06,31,395,1284.87,4123.824
2016010630,2016-01-06,30,569,1170.738,3911.724
2016010629,2016-01-06,29,710,1170.738,3911.724
2016010628,2016-01-06,28,851,1075.941,3679.894
2016010627,2016-01-06,27,933,1075.941,3679.894
2016010626,2016-01-06,26,1014,1015.17,3474.467
2016010625,2016-01-06,25,976,1015.17,3474.467
2016010624,2016-01-06,24,938,970.924,3347.099
2016010623,2016-01-06,23,798,970.924,3347.099
2016010622,2016-01-06,22,657,953.304,3242.74
2016010621,2016-01-06,21,492,953.304,3242.74
2016010620,2016-01-06,20,327,970.151,3274.198
2016010619,2016-01-06,19,210,970.151,3274.198
2016010618,2016-01-06,18,92,971.703,3207.945
2016010617,2016-01-06,17,46,971.703,3207.945
2016010616,2016-01-06,16,0,955.612,3145.145
2016010615,2016-01-06,15,0,955.612,3145.145
2016010614,2016-01-06,14,0,952.984,3061.062
2016010613,2016-01-06,13,0,952.984,3061.062
2016010612,2016-01-06,12,0,898.714,2971.769
2016010611,2016-01-06,11,0,898.714,2971.769
2016010610,2016-01-06,10,0,874.85,2888.479
2016010609,2016-01-06,9,0,874.85,2888.479
2016010608,2016-01-06,8,0,876.11,2853.281
2016010607,2016-01-06,7,0,876.11,2853.281
2016010606,2016-01-06,6,0,849.699,2777.874
2016010605,2016-01-06,5,0,849.699,2777.874
2016010604,2016-01-06,4,0,867.335,2702.617
2016010603,2016-01-06,3,0,867.335,2702.617
2016010602,2016-01-06,2,0,879.192,2676.814
2016010601,2016-01-06,1,0,879.192,2676.814
2016010748,2016-01-07,48,0,3708.519,3823.677
2016010747,2016-01-07,47,0,3708.519,3823.677
2016010746,2016-01-07,46,0,3831.335,4131.963
2016010745,2016-01-07,45,0,3831.335,4131.963
2016010744,2016-01-07,44,0,3873.739,4397.734
2016010743,2016-01-07,43,0,3873.739,4397.734
2016010742,2016-01-07,42,0,3907.752,4581.017
2016010741,2016-01-07,41,0,3907.752,4581.017
2016010740,2016-01-07,40,0,3897.811,4729.989
2016010739,2016-01-07,39,0,3897.811,4729.989
2016010738,2016-01-07,38,0,3912.745,4640.018
2016010737,2016-01-07,37,0,3912.745,4640.018
2016010736,2016-01-07,36,0,3907.077,4771.584
2016010735,2016-01-07,35,27,3907.077,4771.584
2016010734,2016-01-07,34,53,3887.341,4869.347
2016010733,2016-01-07,33,256,3887.341,4869.347
2016010732,2016-01-07,32,459,3853.522,4984.289
2016010731,2016-01-07,31,761,3853.522,4984.289
2016010730,2016-01-07,30,1063,3864.707,4832.756
2016010729,2016-01-07,29,1259,3864.707,4832.756
2016010728,2016-01-07,28,1454,3904.523,4933.109
2016010727,2016-01-07,27,1529,3904.523,4933.109
2016010726,2016-01-07,26,1604,3916.329,4995.36
2016010725,2016-01-07,25,1500,3916.329,4995.36
2016010724,2016-01-07,24,1395,3892.837,5160.327
2016010723,2016-01-07,23,1154,3892.837,5160.327
2016010722,2016-01-07,22,913,3855.538,5201.857
2016010721,2016-01-07,21,665,3855.538,5201.857
2016010720,2016-01-07,20,416,3716.037,5154.41
2016010719,2016-01-07,19,262,3716.037,5154.41
2016010718,2016-01-07,18,108,3851.756,5369.138
2016010717,2016-01-07,17,54,3851.756,5369.138
2016010716,2016-01-07,16,0,3950.581,5577.383
2016010715,2016-01-07,15,0,3950.581,5577.383
2016010714,2016-01-07,14,0,3914.42,5674.987
2016010713,2016-01-07,13,0,3914.42,5674.987
2016010712,2016-01-07,12,0,3871.41,5718.168
2016010711,2016-01-07,11,0,3871.41,5718.168
2016010710,2016-01-07,10,0,3794.517,5647.534
2016010709,2016-01-07,9,0,3794.517,5647.534
2016010708,2016-01-07,8,0,3753.638,5489.202
2016010707,2016-01-07,7,0,3753.638,5489.202
2016010706,2016-01-07,6,0,3659.713,5376.108
2016010705,2016-01-07,5,0,3659.713,5376.108
2016010704,2016-01-07,4,0,3449.355,5305.772
2016010703,2016-01-07,3,0,3449.355,5305.772
2016010702,2016-01-07,2,0,3034.412,4995.369
2016010701,2016-01-07,1,0,3034.412,4995.369
2016010848,2016-01-08,48,0,1127.599,1031.693
2016010847,2016-01-08,47,0,1127.599,1031.693
2016010846,2016-01-08,46,0,1239.28,1031.857
2016010845,2016-01-08,45,0,1239.28,1031.857
2016010844,2016-01-08,44,0,1353.841,1028.646
2016010843,2016-01-08,43,0,1353.841,1028.646
2016010842,2016-01-08,42,0,1459.69,1048.774
2016010841,2016-01-08,41,0,1459.69,1048.774
2016010840,2016-01-08,40,0,1573.275,1070.319
2016010839,2016-01-08,39,0,1573.275,1070.319
2016010838,2016-01-08,38,0,1579.614,1007.447
2016010837,2016-01-08,37,0,1579.614,1007.447
2016010836,2016-01-08,36,0,1734.857,1054.321
2016010835,2016-01-08,35,21,1734.857,1054.321
2016010834,2016-01-08,34,41,1884.353,1138.317
2016010833,2016-01-08,33,190,1884.353,1138.317
2016010832,2016-01-08,32,339,2055.227,1223.916
2016010831,2016-01-08,31,572,2055.227,1223.916
2016010830,2016-01-08,30,805,2274.742,1322.107
2016010829,2016-01-08,29,983,2274.742,1322.107
2016010828,2016-01-08,28,1161,2424.355,1337.06
2016010827,2016-01-08,27,1259,2424.355,1337.06
2016010826,2016-01-08,26,1357,2654.583,1499.93
2016010825,2016-01-08,25,1315,2654.583,1499.93
2016010824,2016-01-08,24,1272,2601.224,1509.052
2016010823,2016-01-08,23,1109,2601.224,1509.052
2016010822,2016-01-08,22,946,2541.163,1537.906
2016010821,2016-01-08,21,734,2541.163,1537.906
2016010820,2016-01-08,20,521,2357.135,1702.724
2016010819,2016-01-08,19,335,2357.135,1702.724
2016010818,2016-01-08,18,148,2268.946,1694.62
2016010817,2016-01-08,17,74,2268.946,1694.62
2016010816,2016-01-08,16,0,2247.412,1615.974
2016010815,2016-01-08,15,0,2247.412,1615.974
2016010814,2016-01-08,14,0,2367.062,1572.014
2016010813,2016-01-08,13,0,2367.062,1572.014
2016010812,2016-01-08,12,0,2621.92,1603.417
2016010811,2016-01-08,11,0,2621.92,1603.417
2016010810,2016-01-08,10,0,2716.305,1589.409
2016010809,2016-01-08,9,0,2716.305,1589.409
2016010808,2016-01-08,8,0,2762.429,1657.997
2016010807,2016-01-08,7,0,2762.429,1657.997
2016010806,2016-01-08,6,0,2925.02,1937.712
2016010805,2016-01-08,5,0,2925.02,1937.712
2016010804,2016-01-08,4,0,3105.141,2277.241
2016010803,2016-01-08,3,0,3105.141,2277.241
2016010802,2016-01-08,2,0,3267.607,2638.037
2016010801,2016-01-08,1,0,3267.607,2638.037
2016010948,2016-01-09,48,0,3271.946,2804.72
2016010947,2016-01-09,47,0,3271.946,2804.72
2016010946,2016-01-09,46,0,3232.845,2817.293
2016010945,2016-01-09,45,0,3232.845,2817.293
2016010944,2016-01-09,44,0,3116.64,2728.808
2016010943,2016-01-09,43,0,3116.64,2728.808
2016010942,2016-01-09,42,0,3136.527,2783.061
2016010941,2016-01-09,41,0,3136.527,2783.061
2016010940,2016-01-09,40,0,3176.562,2825.675
2016010939,2016-01-09,39,0,3176.562,2825.675
2016010938,2016-01-09,38,0,3190.329,2872.236
2016010937,2016-01-09,37,0,3190.329,2872.236
2016010936,2016-01-09,36,0,3219.004,2881.123
2016010935,2016-01-09,35,11,3219.004,2881.123
2016010934,2016-01-09,34,22,3262.177,2938.193
2016010933,2016-01-09,33,91,3262.177,2938.193
2016010932,2016-01-09,32,160,3319.964,2948.522
2016010931,2016-01-09,31,276,3319.964,2948.522
2016010930,2016-01-09,30,391,3359.315,2927.008
2016010929,2016-01-09,29,497,3359.315,2927.008
2016010928,2016-01-09,28,602,3418.038,2925.111
2016010927,2016-01-09,27,676,3418.038,2925.111
2016010926,2016-01-09,26,750,3405.469,2816.071
2016010925,2016-01-09,25,740,3405.469,2816.071
2016010924,2016-01-09,24,730,3353.063,2690.497
2016010923,2016-01-09,23,639,3353.063,2690.497
2016010922,2016-01-09,22,547,3225.194,2527.901
2016010921,2016-01-09,21,422,3225.194,2527.901
2016010920,2016-01-09,20,297,3197.604,2754.067
2016010919,2016-01-09,19,193,3197.604,2754.067
2016010918,2016-01-09,18,88,2925.725,2475.503
2016010917,2016-01-09,17,44,2925.725,2475.503
2016010916,2016-01-09,16,0,2491.83,2153.509
2016010915,2016-01-09,15,0,2491.83,2153.509
2016010914,2016-01-09,14,0,2299.217,1870.299
2016010913,2016-01-09,13,0,2299.217,1870.299
2016010912,2016-01-09,12,0,2104.604,1676.856
2016010911,2016-01-09,11,0,2104.604,1676.856
2016010910,2016-01-09,10,0,1934.887,1538.18
2016010909,2016-01-09,9,0,1934.887,1538.18
2016010908,2016-01-09,8,0,1816.492,1469.128
2016010907,2016-01-09,7,0,1816.492,1469.128
2016010906,2016-01-09,6,0,1713.91,1394.397
2016010905,2016-01-09,5,0,1713.91,1394.397
2016010904,2016-01-09,4,0,1654.601,1334.135
2016010903,2016-01-09,3,0,1654.601,1334.135
2016010902,2016-01-09,2,0,1674.722,1274.407
2016010901,2016-01-09,1,0,1674.722,1274.407
2016011048,2016-01-10,48,0,2935.915,2530.434
2016011047,2016-01-10,47,0,2935.915,2530.434
2016011046,2016-01-10,46,0,3000.392,2637.24
2016011045,2016-01-10,45,0,3000.392,2637.24
2016011044,2016-01-10,44,0,3078.785,2810.018
2016011043,2016-01-10,43,0,3078.785,2810.018
2016011042,2016-01-10,42,0,3126.099,2853.698
2016011041,2016-01-10,41,0,3126.099,2853.698
2016011040,2016-01-10,40,0,3178.23,2909.337
2016011039,2016-01-10,39,0,3178.23,2909.337
2016011038,2016-01-10,38,0,3217.907,2982.381
2016011037,2016-01-10,37,0,3217.907,2982.381
2016011036,2016-01-10,36,0,3245.829,3011.39
2016011035,2016-01-10,35,30,3245.829,3011.39
2016011034,2016-01-10,34,59,3274.928,3031.79
2016011033,2016-01-10,33,240,3274.928,3031.79
2016011032,2016-01-10,32,421,3310.577,3059.913
2016011031,2016-01-10,31,685,3310.577,3059.913
2016011030,2016-01-10,30,949,3392.398,3069.549
2016011029,2016-01-10,29,1134,3392.398,3069.549
2016011028,2016-01-10,28,1318,3461.469,3064.825
2016011027,2016-01-10,27,1405,3461.469,3064.825
2016011026,2016-01-10,26,1491,3520.568,3026.039
2016011025,2016-01-10,25,1428,3520.568,3026.039
2016011024,2016-01-10,24,1365,3534.518,2868.875
2016011023,2016-01-10,23,1178,3534.518,2868.875
2016011022,2016-01-10,22,991,3520.745,2737.895
2016011021,2016-01-10,21,760,3520.745,2737.895
2016011020,2016-01-10,20,528,3533.814,2628.704
2016011019,2016-01-10,19,337,3533.814,2628.704
2016011018,2016-01-10,18,145,3508.211,2520.94
2016011017,2016-01-10,17,73,3508.211,2520.94
2016011016,2016-01-10,16,0,3454.743,2439.707
2016011015,2016-01-10,15,0,3454.743,2439.707
2016011014,2016-01-10,14,0,3384.214,2413.273
2016011013,2016-01-10,13,0,3384.214,2413.273
2016011012,2016-01-10,12,0,3327.011,2337.164
2016011011,2016-01-10,11,0,3327.011,2337.164
2016011010,2016-01-10,10,0,3229.152,2313.365
2016011009,2016-01-10,9,0,3229.152,2313.365
2016011008,2016-01-10,8,0,3110.865,2314.402
2016011007,2016-01-10,7,0,3110.865,2314.402
2016011006,2016-01-10,6,0,2937.922,2226.277
2016011005,2016-01-10,5,0,2937.922,2226.277
2016011004,2016-01-10,4,0,2832.845,2176.348
2016011003,2016-01-10,3,0,2832.845,2176.348
2016011002,2016-01-10,2,0,2783.034,2192.691
2016011001,2016-01-10,1,0,2783.034,2192.691
2016011148,2016-01-11,48,0,1756.018,1573.32
2016011147,2016-01-11,47,0,1756.018,1573.32
2016011146,2016-01-11,46,0,1583.105,1461.365
2016011145,2016-01-11,45,0,1583.105,1461.365
2016011144,2016-01-11,44,0,1631.13,1451.91
2016011143,2016-01-11,43,0,1631.13,1451.91
2016011142,2016-01-11,42,0,1514.156,1336.372
2016011141,2016-01-11,41,0,1514.156,1336.372
2016011140,2016-01-11,40,0,1393.038,1244.105
2016011139,2016-01-11,39,0,1393.038,1244.105
2016011138,2016-01-11,38,0,1299.327,1141.671
2016011137,2016-01-11,37,0,1299.327,1141.671
2016011136,2016-01-11,36,0,1302.416,1107.078
2016011135,2016-01-11,35,30,1302.416,1107.078
2016011134,2016-01-11,34,60,1259.86,1073.813
2016011133,2016-01-11,33,232,1259.86,1073.813
2016011132,2016-01-11,32,404,1212.527,1013.901
2016011131,2016-01-11,31,654,1212.527,1013.901
2016011130,2016-01-11,30,903,1246.915,984.531
2016011129,2016-01-11,29,1081,1246.915,984.531
2016011128,2016-01-11,28,1259,1300.667,974.693
2016011127,2016-01-11,27,1346,1300.667,974.693
2016011126,2016-01-11,26,1432,1312.755,954.813
2016011125,2016-01-11,25,1361,1312.755,954.813
2016011124,2016-01-11,24,1289,1599.244,978.797
2016011123,2016-01-11,23,1091,1599.244,978.797
2016011122,2016-01-11,22,892,1868.662,1027.47
2016011121,2016-01-11,21,668,1868.662,1027.47
2016011120,2016-01-11,20,443,2120.499,1243.676
2016011119,2016-01-11,19,277,2120.499,1243.676
2016011118,2016-01-11,18,111,2274.225,1338.022
2016011117,2016-01-11,17,56,2274.225,1338.022
2016011116,2016-01-11,16,0,2384.334,1441.519
2016011115,2016-01-11,15,0,2384.334,1441.519
2016011114,2016-01-11,14,0,2494.052,1540.101
2016011113,2016-01-11,13,0,2494.052,1540.101
2016011112,2016-01-11,12,0,2589.333,1684.452
2016011111,2016-01-11,11,0,2589.333,1684.452
2016011110,2016-01-11,10,0,2734.432,1884.254
2016011109,2016-01-11,9,0,2734.432,1884.254
2016011108,2016-01-11,8,0,2883.925,2144.704
2016011107,2016-01-11,7,0,2883.925,2144.704
2016011106,2016-01-11,6,0,2876.008,2334.907
2016011105,2016-01-11,5,0,2876.008,2334.907
2016011104,2016-01-11,4,0,2909.121,2541.174
2016011103,2016-01-11,3,0,2909.121,2541.174
2016011102,2016-01-11,2,0,2903.016,2728.455
2016011101,2016-01-11,1,0,2903.016,2728.455
2016011248,2016-01-12,48,0,3778.254,3258.262
2016011247,2016-01-12,47,0,3778.254,3258.262
2016011246,2016-01-12,46,0,3732.972,3267.103
2016011245,2016-01-12,45,0,3732.972,3267.103
2016011244,2016-01-12,44,0,3670.02,3309.24
2016011243,2016-01-12,43,0,3670.02,3309.24
2016011242,2016-01-12,42,0,3651.006,3247.788
2016011241,2016-01-12,41,0,3651.006,3247.788
2016011240,2016-01-12,40,0,3614.037,3185.065
